second,controller_type,active_phase,total_queue_cars,avg_wait_time_sec,vehicle_throughput_count,co2_emissions_kg,emergency_preemption_active
1544,Static_120s_Fixed,North-South,12,32.58,1,0.0096,0
1545,Static_120s_Fixed,North-South,12,37.57,0,0.0096,0
1546,Static_120s_Fixed,North-South,18,53.75,2,0.0144,0
1547,Static_120s_Fixed,North-South,18,50.2,0,0.0144,0
1548,Static_120s_Fixed,North-South,17,50.79,0,0.0136,0
1549,Static_120s_Fixed,North-South,19,53.36,2,0.0152,0
1550,Static_120s_Fixed,North-South,23,67.57,3,0.0184,0
1551,Static_120s_Fixed,North-South,15,43.43,3,0.012,0
1552,Static_120s_Fixed,North-South,16,43.83,3,0.0128,0
1553,Static_120s_Fixed,North-South,18,54.28,2,0.0144,0
1554,Static_120s_Fixed,North-South,21,59.75,1,0.0168,0
1555,Static_120s_Fixed,North-South,17,50.87,1,0.0136,0
1556,Static_120s_Fixed,North-South,16,44.4,1,0.0128,0
1557,Static_120s_Fixed,North-South,16,42.96,4,0.0128,0
1558,Static_120s_Fixed,North-South,18,52.94,2,0.0144,0
1559,Static_120s_Fixed,North-South,20,56.29,0,0.016,0
1560,Static_120s_Fixed,East-West,18,49.63,0,0.0144,0
1561,Static_120s_Fixed,East-West,21,57.12,4,0.0168,0
1562,Static_120s_Fixed,East-West,16,46.95,4,0.0128,0
1563,Static_120s_Fixed,East-West,17,46.91,0,0.0136,0
1564,Static_120s_Fixed,East-West,19,53.26,1,0.0152,0
1565,Static_120s_Fixed,East-West,18,53.17,2,0.0144,0
1566,Static_120s_Fixed,East-West,16,45.9,1,0.0128,0
1567,Static_120s_Fixed,East-West,16,48.49,1,0.0128,0
1568,Static_120s_Fixed,East-West,16,48.09,3,0.0128,0
1569,Static_120s_Fixed,East-West,18,53.8,1,0.0144,0
1570,Static_120s_Fixed,East-West,7,21.71,3,0.0056,0
1571,Static_120s_Fixed,East-West,22,59.77,2,0.0176,0
1572,Static_120s_Fixed,East-West,18,49.4,2,0.0144,0
1573,Static_120s_Fixed,East-West,13,37.22,3,0.0104,0
1574,Static_120s_Fixed,East-West,21,58.56,1,0.0168,0
1575,Static_120s_Fixed,East-West,20,57.33,3,0.016,0
1576,Static_120s_Fixed,East-West,21,60.21,1,0.0168,0
1577,Static_120s_Fixed,East-West,14,42.9,0,0.0112,0
1578,Static_120s_Fixed,East-West,17,51.35,1,0.0136,0
1579,Static_120s_Fixed,East-West,16,47.69,4,0.0128,0
1580,Static_120s_Fixed,East-West,14,42.49,4,0.0112,0
1581,Static_120s_Fixed,East-West,20,58.33,3,0.016,0
1582,Static_120s_Fixed,East-West,16,43,1,0.0128,0
1583,Static_120s_Fixed,East-West,14,38.46,0,0.0112,0
1584,Static_120s_Fixed,East-West,14,38.7,4,0.0112,0
1585,Static_120s_Fixed,East-West,17,50.73,1,0.0136,0
1586,Static_120s_Fixed,East-West,15,42.03,0,0.012,0
1587,Static_120s_Fixed,East-West,12,35.4,3,0.0096,0
1588,Static_120s_Fixed,East-West,16,43.86,1,0.0128,0
1589,Static_120s_Fixed,East-West,15,42.23,4,0.012,0
1590,Static_120s_Fixed,East-West,16,46.29,2,0.0128,0
1591,Static_120s_Fixed,East-West,21,59.31,2,0.0168,0
1592,Static_120s_Fixed,East-West,18,49.9,1,0.0144,0
1593,Static_120s_Fixed,East-West,18,53.44,3,0.0144,0
1594,Static_120s_Fixed,East-West,20,57.6,4,0.016,0
1595,Static_120s_Fixed,East-West,17,49.47,4,0.0136,0
1596,Static_120s_Fixed,East-West,17,49.43,2,0.0136,0
1597,Static_120s_Fixed,East-West,10,30.54,3,0.008,0
1598,Static_120s_Fixed,East-West,14,38.24,4,0.0112,0
1599,Static_120s_Fixed,East-West,14,37.52,0,0.0112,0
1600,Static_120s_Fixed,East-West,17,49.59,3,0.0136,0
1601,Static_120s_Fixed,East-West,13,34.74,0,0.0104,0
1602,Static_120s_Fixed,East-West,15,42.88,2,0.012,0
1603,Static_120s_Fixed,East-West,14,37.22,1,0.0112,0
1604,Static_120s_Fixed,East-West,17,46.1,1,0.0136,0
1605,Static_120s_Fixed,East-West,13,38.82,4,0.0104,0
1606,Static_120s_Fixed,East-West,18,48.76,2,0.0144,0
1607,Static_120s_Fixed,East-West,12,36.6,1,0.0096,0
1608,Static_120s_Fixed,East-West,16,48.39,3,0.0128,0
1609,Static_120s_Fixed,East-West,13,37.79,1,0.0104,0
1610,Static_120s_Fixed,East-West,14,42.2,0,0.0112,0
1611,Static_120s_Fixed,East-West,9,24.11,2,0.0072,0
1612,Static_120s_Fixed,East-West,20,59.49,3,0.016,0
1613,Static_120s_Fixed,East-West,12,31.96,4,0.0096,0
1614,Static_120s_Fixed,East-West,15,41.56,1,0.012,0
1615,Static_120s_Fixed,East-West,21,57.72,4,0.0168,0
1616,Static_120s_Fixed,East-West,13,38.61,1,0.0104,0
1617,Static_120s_Fixed,East-West,10,29.81,4,0.008,0
1618,Static_120s_Fixed,East-West,14,37.48,2,0.0112,0
1619,Static_120s_Fixed,East-West,16,44.42,1,0.0128,0
1620,Static_120s_Fixed,East-West,19,55.48,4,0.0152,0
1621,Static_120s_Fixed,East-West,9,25.51,4,0.0072,0
1622,Static_120s_Fixed,East-West,17,51.22,3,0.0136,0
1623,Static_120s_Fixed,East-West,13,40.24,3,0.0104,0
1624,Static_120s_Fixed,East-West,14,41.11,3,0.0112,0
1625,Static_120s_Fixed,East-West,17,50.68,3,0.0136,0
1626,Static_120s_Fixed,East-West,9,23.48,1,0.0072,0
1627,Static_120s_Fixed,East-West,10,29.56,2,0.008,0
1628,Static_120s_Fixed,East-West,14,39.38,0,0.0112,0
1629,Static_120s_Fixed,East-West,15,41.67,1,0.012,0
1630,Static_120s_Fixed,East-West,17,49.14,2,0.0136,0
1631,Static_120s_Fixed,East-West,10,31.81,3,0.008,0
1632,Static_120s_Fixed,East-West,16,45.97,3,0.0128,0
1633,Static_120s_Fixed,East-West,11,29.18,1,0.0088,0
1634,Static_120s_Fixed,East-West,14,40.18,0,0.0112,0
1635,Static_120s_Fixed,East-West,12,36.5,1,0.0096,0
1636,Static_120s_Fixed,East-West,13,37.72,3,0.0104,0
1637,Static_120s_Fixed,East-West,15,42.47,0,0.012,0
1638,Static_120s_Fixed,East-West,11,34.47,3,0.0088,0
1639,Static_120s_Fixed,East-West,13,37.33,2,0.0104,0
1640,Static_120s_Fixed,East-West,14,39.37,3,0.0112,0
1641,Static_120s_Fixed,East-West,15,42.71,1,0.012,0
1642,Static_120s_Fixed,East-West,11,32.31,2,0.0088,0
1643,Static_120s_Fixed,East-West,14,37.58,4,0.0112,0
1644,Static_120s_Fixed,East-West,15,43.62,1,0.012,0
1645,Static_120s_Fixed,East-West,17,49.38,0,0.0136,0
1646,Static_120s_Fixed,East-West,13,34.71,0,0.0104,0
1647,Static_120s_Fixed,East-West,15,45.27,4,0.012,0
1648,Static_120s_Fixed,East-West,14,42.55,4,0.0112,0
1649,Static_120s_Fixed,East-West,11,34.05,2,0.0088,0
1650,Static_120s_Fixed,East-West,15,43.25,0,0.012,0
1651,Static_120s_Fixed,East-West,15,42.55,4,0.012,0
1652,Static_120s_Fixed,East-West,12,32.86,2,0.0096,0
1653,Static_120s_Fixed,East-West,20,54.63,3,0.016,0
1654,Static_120s_Fixed,East-West,9,25.45,1,0.0072,0
1655,Static_120s_Fixed,East-West,10,30.55,3,0.008,0
1656,Static_120s_Fixed,East-West,9,23.86,0,0.0072,0
1657,Static_120s_Fixed,East-West,15,44.7,2,0.012,0
1658,Static_120s_Fixed,East-West,11,29.9,3,0.0088,0
1659,Static_120s_Fixed,East-West,11,31.15,3,0.0088,0
1660,Static_120s_Fixed,East-West,8,22.45,1,0.0064,0
1661,Static_120s_Fixed,East-West,8,23.38,4,0.0064,0
1662,Static_120s_Fixed,East-West,13,35.37,3,0.0104,0
1663,Static_120s_Fixed,East-West,20,54.02,2,0.016,0
1664,Static_120s_Fixed,East-West,15,40.01,2,0.012,0
1665,Static_120s_Fixed,East-West,11,30.48,0,0.0088,0
1666,Static_120s_Fixed,East-West,7,17.72,0,0.0056,0
1667,Static_120s_Fixed,East-West,15,43.89,3,0.012,0
1668,Static_120s_Fixed,East-West,10,31.28,1,0.008,0
1669,Static_120s_Fixed,East-West,16,47.22,2,0.0128,0
1670,Static_120s_Fixed,East-West,13,40.14,4,0.0104,0
1671,Static_120s_Fixed,East-West,15,42.91,2,0.012,0
1672,Static_120s_Fixed,East-West,15,45.42,3,0.012,0
1673,Static_120s_Fixed,East-West,17,48.24,3,0.0136,0
1674,Static_120s_Fixed,East-West,9,26.93,0,0.0072,0
1675,Static_120s_Fixed,East-West,12,33.88,4,0.0096,0
1676,Static_120s_Fixed,East-West,13,38.53,2,0.0104,0
1677,Static_120s_Fixed,East-West,8,23.97,0,0.0064,0
1678,Static_120s_Fixed,East-West,9,23.73,2,0.0072,0
1679,Static_120s_Fixed,East-West,13,37.22,0,0.0104,0
1680,Static_120s_Fixed,North-South,16,46.86,1,0.0128,0
1681,Static_120s_Fixed,North-South,17,49.49,4,0.0136,0
1682,Static_120s_Fixed,North-South,11,30.81,4,0.0088,0
1683,Static_120s_Fixed,North-South,17,46.59,2,0.0136,0
1684,Static_120s_Fixed,North-South,13,36.79,3,0.0104,0
1685,Static_120s_Fixed,North-South,7,20.78,4,0.0056,0
1686,Static_120s_Fixed,North-South,10,27.84,2,0.008,0
1687,Static_120s_Fixed,North-South,11,30.55,0,0.0088,0
1688,Static_120s_Fixed,North-South,7,23.14,2,0.0056,0
1689,Static_120s_Fixed,North-South,15,41.55,1,0.012,0
1690,Static_120s_Fixed,North-South,19,55.66,2,0.0152,0
1691,Static_120s_Fixed,North-South,8,25.29,4,0.0064,0
1692,Static_120s_Fixed,North-South,10,28.17,3,0.008,0
1693,Static_120s_Fixed,North-South,8,25.48,2,0.0064,0
1694,Static_120s_Fixed,North-South,12,31.85,4,0.0096,0
1695,Static_120s_Fixed,North-South,12,33.47,3,0.0096,0
1696,Static_120s_Fixed,North-South,11,31.62,2,0.0088,0
1697,Static_120s_Fixed,North-South,5,16.9,2,0.004,0
1698,Static_120s_Fixed,North-South,13,39.22,2,0.0104,0
1699,Static_120s_Fixed,North-South,15,43.55,2,0.012,0
1700,Static_120s_Fixed,North-South,14,38.15,0,0.0112,0
1701,Static_120s_Fixed,North-South,13,39.68,2,0.0104,0
1702,Static_120s_Fixed,North-South,17,50.56,1,0.0136,0
1703,Static_120s_Fixed,North-South,10,31.63,3,0.008,0
1704,Static_120s_Fixed,North-South,12,35.23,4,0.0096,0
1705,Static_120s_Fixed,North-South,11,34.69,4,0.0088,0
1706,Static_120s_Fixed,North-South,20,54.6,4,0.016,0
1707,Static_120s_Fixed,North-South,6,19.69,4,0.0048,0
1708,Static_120s_Fixed,North-South,13,38.61,3,0.0104,0
1709,Static_120s_Fixed,North-South,9,27.57,4,0.0072,0
1710,Static_120s_Fixed,North-South,10,31.24,3,0.008,0
1711,Static_120s_Fixed,North-South,18,54.35,2,0.0144,0
1712,Static_120s_Fixed,North-South,13,35.18,1,0.0104,0
1713,Static_120s_Fixed,North-South,16,47.35,1,0.0128,0
1714,Static_120s_Fixed,North-South,7,19.37,3,0.0056,0
1715,Static_120s_Fixed,North-South,13,35.12,2,0.0104,0
1716,Static_120s_Fixed,North-South,10,29.96,4,0.008,0
1717,Static_120s_Fixed,North-South,12,32.46,0,0.0096,0
1718,Static_120s_Fixed,North-South,8,24.89,1,0.0064,0
1719,Static_120s_Fixed,North-South,12,32.4,1,0.0096,0
1720,Static_120s_Fixed,North-South,8,25.65,4,0.0064,0
1721,Static_120s_Fixed,North-South,14,39.75,4,0.0112,0
1722,Static_120s_Fixed,North-South,14,37.23,2,0.0112,0
1723,Static_120s_Fixed,North-South,11,30.99,3,0.0088,0
1724,Static_120s_Fixed,North-South,12,37.5,4,0.0096,0
1725,Static_120s_Fixed,North-South,12,34.67,1,0.0096,0
1726,Static_120s_Fixed,North-South,9,23.96,3,0.0072,0
1727,Static_120s_Fixed,North-South,10,28.32,1,0.008,0
1728,Static_120s_Fixed,North-South,12,35.73,4,0.0096,0
1729,Static_120s_Fixed,North-South,6,18.01,1,0.0048,0
1730,Static_120s_Fixed,North-South,15,40.09,1,0.012,0
1731,Static_120s_Fixed,North-South,7,23.22,2,0.0056,0
1732,Static_120s_Fixed,North-South,10,26.32,3,0.008,0
1733,Static_120s_Fixed,North-South,9,26.74,0,0.0072,0
1734,Static_120s_Fixed,North-South,10,31.2,1,0.008,0
1735,Static_120s_Fixed,North-South,9,25.46,0,0.0072,0
1736,Static_120s_Fixed,North-South,0,5,1,0,0
1737,Static_120s_Fixed,North-South,7,21.03,2,0.0056,0
1738,Static_120s_Fixed,North-South,13,40.31,0,0.0104,0
1739,Static_120s_Fixed,North-South,6,17.45,3,0.0048,0
1740,Static_120s_Fixed,North-South,12,34.27,3,0.0096,0
1741,Static_120s_Fixed,North-South,7,19.86,3,0.0056,0
1742,Static_120s_Fixed,North-South,7,22.76,0,0.0056,0
1743,Static_120s_Fixed,North-South,6,15.17,2,0.0048,0
1744,Static_120s_Fixed,North-South,11,33.02,2,0.0088,0
1745,Static_120s_Fixed,North-South,11,31.56,0,0.0088,0
1746,Static_120s_Fixed,North-South,4,14.51,3,0.0032,0
1747,Static_120s_Fixed,North-South,10,29.63,2,0.008,0
1748,Static_120s_Fixed,North-South,9,25.23,1,0.0072,0
1749,Static_120s_Fixed,North-South,11,34.42,3,0.0088,0
1750,Static_120s_Fixed,North-South,10,26.64,2,0.008,0
1751,Static_120s_Fixed,North-South,5,13.72,1,0.004,0
1752,Static_120s_Fixed,North-South,10,29.57,3,0.008,0
1753,Static_120s_Fixed,North-South,8,25.54,4,0.0064,0
1754,Static_120s_Fixed,North-South,3,11.14,2,0.0024,0
1755,Static_120s_Fixed,North-South,7,17.66,2,0.0056,0
1756,Static_120s_Fixed,North-South,5,12.53,1,0.004,0
1757,Static_120s_Fixed,North-South,13,39.02,3,0.0104,0
1758,Static_120s_Fixed,North-South,12,37.2,3,0.0096,0
1759,Static_120s_Fixed,North-South,12,31.8,2,0.0096,0
1760,Static_120s_Fixed,North-South,8,26.34,1,0.0064,0
1761,Static_120s_Fixed,North-South,9,27.38,1,0.0072,0
1762,Static_120s_Fixed,North-South,7,19.71,2,0.0056,0
1763,Static_120s_Fixed,North-South,9,23.8,4,0.0072,0
1764,Static_120s_Fixed,North-South,17,50.47,1,0.0136,0
1765,Static_120s_Fixed,North-South,5,14.67,4,0.004,0
1766,Static_120s_Fixed,North-South,7,19.78,1,0.0056,0
1767,Static_120s_Fixed,North-South,10,28.14,0,0.008,0
1768,Static_120s_Fixed,North-South,4,12.23,0,0.0032,0
1769,Static_120s_Fixed,North-South,11,33.69,0,0.0088,0
1770,Static_120s_Fixed,North-South,10,28.39,3,0.008,0
1771,Static_120s_Fixed,North-South,14,37.58,1,0.0112,0
1772,Static_120s_Fixed,North-South,9,27.08,1,0.0072,0
1773,Static_120s_Fixed,North-South,10,27.98,4,0.008,0
1774,Static_120s_Fixed,North-South,11,32.08,0,0.0088,0
1775,Static_120s_Fixed,North-South,9,26.45,1,0.0072,0
1776,Static_120s_Fixed,North-South,10,28.01,3,0.008,0
1777,Static_120s_Fixed,North-South,9,28.58,4,0.0072,0
1778,Static_120s_Fixed,North-South,10,28.84,0,0.008,0
1779,Static_120s_Fixed,North-South,11,32.6,4,0.0088,0
1780,Static_120s_Fixed,North-South,5,15.94,2,0.004,0
1781,Static_120s_Fixed,North-South,5,13.03,3,0.004,0
1782,Static_120s_Fixed,North-South,4,12.84,3,0.0032,0
1783,Static_120s_Fixed,North-South,2,7.69,4,0.0016,0
1784,Static_120s_Fixed,North-South,9,24.4,1,0.0072,0
1785,Static_120s_Fixed,North-South,9,24.79,3,0.0072,0
1786,Static_120s_Fixed,North-South,3,7.04,1,0.0024,0
1787,Static_120s_Fixed,North-South,10,26.25,2,0.008,0
1788,Static_120s_Fixed,North-South,6,19.67,0,0.0048,0
1789,Static_120s_Fixed,North-South,8,20.4,4,0.0064,0
1790,Static_120s_Fixed,North-South,8,24.86,3,0.0064,0
1791,Static_120s_Fixed,North-South,9,26.09,0,0.0072,0
1792,Static_120s_Fixed,North-South,7,22.67,3,0.0056,0
1793,Static_120s_Fixed,North-South,8,25.64,0,0.0064,0
1794,Static_120s_Fixed,North-South,11,29.36,4,0.0088,0
1795,Static_120s_Fixed,North-South,7,17.99,4,0.0056,0
1796,Static_120s_Fixed,North-South,9,23.8,2,0.0072,0
1797,Static_120s_Fixed,North-South,6,18.67,3,0.0048,0
1798,Static_120s_Fixed,North-South,3,11.27,4,0.0024,0
1799,Static_120s_Fixed,North-South,7,18.48,2,0.0056,0
1800,Static_120s_Fixed,East-West,6,20.04,0,0.0048,0
1801,Static_120s_Fixed,East-West,6,15.82,0,0.0048,0
1802,Static_120s_Fixed,East-West,7,18.1,3,0.0056,0
1803,Static_120s_Fixed,East-West,11,29.29,1,0.0088,0
1804,Static_120s_Fixed,East-West,9,28.32,1,0.0072,0
1805,Static_120s_Fixed,East-West,6,18.15,3,0.0048,0
1806,Static_120s_Fixed,East-West,8,24.12,3,0.0064,0
1807,Static_120s_Fixed,East-West,8,24.73,4,0.0064,0
1808,Static_120s_Fixed,East-West,8,22,0,0.0064,0
1809,Static_120s_Fixed,East-West,8,24.69,0,0.0064,0
1810,Static_120s_Fixed,East-West,4,13.52,1,0.0032,0
1811,Static_120s_Fixed,East-West,12,31.81,4,0.0096,0
1812,Static_120s_Fixed,East-West,6,20.78,0,0.0048,0
1813,Static_120s_Fixed,East-West,9,28.83,1,0.0072,0
1814,Static_120s_Fixed,East-West,13,36.76,4,0.0104,0
1815,Static_120s_Fixed,East-West,8,20.79,2,0.0064,0
1816,Static_120s_Fixed,East-West,6,19.03,0,0.0048,0
1817,Static_120s_Fixed,East-West,4,13.71,4,0.0032,0
1818,Static_120s_Fixed,East-West,9,29.07,3,0.0072,0
1819,Static_120s_Fixed,East-West,2,6.12,2,0.0016,0
1820,Static_120s_Fixed,East-West,7,20.06,0,0.0056,0
1821,Static_120s_Fixed,East-West,8,21.71,1,0.0064,0
1822,Static_120s_Fixed,East-West,8,21.29,0,0.0064,0
1823,Static_120s_Fixed,East-West,4,13.14,2,0.0032,0
1824,Static_120s_Fixed,East-West,3,8.94,4,0.0024,0
1825,Static_120s_Fixed,East-West,9,28.56,0,0.0072,0
1826,Static_120s_Fixed,East-West,1,5,4,0.0008,0
1827,Static_120s_Fixed,East-West,7,21.08,2,0.0056,0
1828,Static_120s_Fixed,East-West,3,7.93,4,0.0024,0
1829,Static_120s_Fixed,East-West,8,20.66,1,0.0064,0
1830,Static_120s_Fixed,East-West,3,9.04,3,0.0024,0
1831,Static_120s_Fixed,East-West,4,9.64,4,0.0032,0
1832,Static_120s_Fixed,East-West,4,10.82,2,0.0032,0
1833,Static_120s_Fixed,East-West,0,5,1,0,0
1834,Static_120s_Fixed,East-West,8,23.95,1,0.0064,0
1835,Static_120s_Fixed,East-West,7,21.17,3,0.0056,0
1836,Static_120s_Fixed,East-West,0,5,0,0,0
1837,Static_120s_Fixed,East-West,4,9.77,1,0.0032,0
1838,Static_120s_Fixed,East-West,5,13.43,3,0.004,0
1839,Static_120s_Fixed,East-West,6,16.88,1,0.0048,0
1840,Static_120s_Fixed,East-West,8,21.35,1,0.0064,0
1841,Static_120s_Fixed,East-West,3,10.21,0,0.0024,0
1842,Static_120s_Fixed,East-West,3,11.85,3,0.0024,0
1843,Static_120s_Fixed,East-West,9,27.27,3,0.0072,0
1844,Static_120s_Fixed,East-West,8,23.69,4,0.0064,0
1845,Static_120s_Fixed,East-West,8,26.2,0,0.0064,0
1846,Static_120s_Fixed,East-West,7,22.29,0,0.0056,0
1847,Static_120s_Fixed,East-West,6,18.6,2,0.0048,0
1848,Static_120s_Fixed,East-West,3,8.11,2,0.0024,0
1849,Static_120s_Fixed,East-West,3,11.65,0,0.0024,0
1850,Static_120s_Fixed,East-West,2,6.61,2,0.0016,0
1851,Static_120s_Fixed,East-West,2,5,0,0.0016,0
1852,Static_120s_Fixed,East-West,10,29.88,3,0.008,0
1853,Static_120s_Fixed,East-West,11,31.41,0,0.0088,0
1854,Static_120s_Fixed,East-West,4,13.2,0,0.0032,0
1855,Static_120s_Fixed,East-West,7,17.64,0,0.0056,0
1856,Static_120s_Fixed,East-West,4,9.59,4,0.0032,0
1857,Static_120s_Fixed,East-West,5,13.3,0,0.004,0
1858,Static_120s_Fixed,East-West,9,25.53,4,0.0072,0
1859,Static_120s_Fixed,East-West,4,13.42,1,0.0032,0
1860,Static_120s_Fixed,East-West,5,16.58,3,0.004,0
1861,Static_120s_Fixed,East-West,2,8.42,2,0.0016,0
1862,Static_120s_Fixed,East-West,6,18.75,4,0.0048,0
1863,Static_120s_Fixed,East-West,9,27.15,4,0.0072,0
1864,Static_120s_Fixed,East-West,5,16.76,3,0.004,0
1865,Static_120s_Fixed,East-West,5,17.48,4,0.004,0
1866,Static_120s_Fixed,East-West,3,10.11,4,0.0024,0
1867,Static_120s_Fixed,East-West,12,33.66,2,0.0096,0
1868,Static_120s_Fixed,East-West,4,13.23,3,0.0032,0
1869,Static_120s_Fixed,East-West,1,5,1,0.0008,0
1870,Static_120s_Fixed,East-West,9,26.38,0,0.0072,0
1871,Static_120s_Fixed,East-West,0,5,0,0,0
1872,Static_120s_Fixed,East-West,8,24.28,4,0.0064,0
1873,Static_120s_Fixed,East-West,11,30.06,0,0.0088,0
1874,Static_120s_Fixed,East-West,10,26.72,4,0.008,0
1875,Static_120s_Fixed,East-West,4,12.28,3,0.0032,0
1876,Static_120s_Fixed,East-West,10,31.68,4,0.008,0
1877,Static_120s_Fixed,East-West,3,8.26,3,0.0024,0
1878,Static_120s_Fixed,East-West,4,13.99,4,0.0032,0
1879,Static_120s_Fixed,East-West,9,28.9,3,0.0072,0
1880,Static_120s_Fixed,East-West,8,25.35,2,0.0064,0
1881,Static_120s_Fixed,East-West,6,20,1,0.0048,0
1882,Static_120s_Fixed,East-West,1,5.76,3,0.0008,0
1883,Static_120s_Fixed,East-West,6,19.62,4,0.0048,0
1884,Static_120s_Fixed,East-West,5,17.92,2,0.004,0
1885,Static_120s_Fixed,East-West,3,11.04,3,0.0024,0
1886,Static_120s_Fixed,East-West,6,19.09,4,0.0048,0
1887,Static_120s_Fixed,East-West,3,12.01,2,0.0024,0
1888,Static_120s_Fixed,East-West,4,15.16,3,0.0032,0
1889,Static_120s_Fixed,East-West,2,5,0,0.0016,0
1890,Static_120s_Fixed,East-West,1,5,3,0.0008,0
1891,Static_120s_Fixed,East-West,7,19.81,0,0.0056,0
1892,Static_120s_Fixed,East-West,7,23.46,3,0.0056,0
1893,Static_120s_Fixed,East-West,0,5,3,0,0
1894,Static_120s_Fixed,East-West,2,5.31,0,0.0016,0
1895,Static_120s_Fixed,East-West,8,22.62,0,0.0064,0
1896,Static_120s_Fixed,East-West,8,20.76,0,0.0064,0
1897,Static_120s_Fixed,East-West,5,12.15,1,0.004,0
1898,Static_120s_Fixed,East-West,8,26.11,1,0.0064,0
1899,Static_120s_Fixed,East-West,6,18.66,2,0.0048,0
1900,Static_120s_Fixed,East-West,5,14.9,0,0.004,0
1901,Static_120s_Fixed,East-West,4,14.58,0,0.0032,0
1902,Static_120s_Fixed,East-West,6,19.83,2,0.0048,0
1903,Static_120s_Fixed,East-West,2,5,4,0.0016,0
1904,Static_120s_Fixed,East-West,1,6.73,2,0.0008,0
1905,Static_120s_Fixed,East-West,3,8.44,0,0.0024,0
1906,Static_120s_Fixed,East-West,3,7.96,3,0.0024,0
1907,Static_120s_Fixed,East-West,5,17.69,4,0.004,0
1908,Static_120s_Fixed,East-West,5,15.37,1,0.004,0
1909,Static_120s_Fixed,East-West,9,26.27,1,0.0072,0
1910,Static_120s_Fixed,East-West,8,20.88,4,0.0064,0
1911,Static_120s_Fixed,East-West,1,5,3,0.0008,0
1912,Static_120s_Fixed,East-West,6,18.64,2,0.0048,0
1913,Static_120s_Fixed,East-West,6,15.36,4,0.0048,0
1914,Static_120s_Fixed,East-West,4,11.48,4,0.0032,0
1915,Static_120s_Fixed,East-West,6,19.15,2,0.0048,0
1916,Static_120s_Fixed,East-West,3,9.49,3,0.0024,0
1917,Static_120s_Fixed,East-West,0,5,3,0,0
1918,Static_120s_Fixed,East-West,8,25.78,0,0.0064,0
1919,Static_120s_Fixed,East-West,0,5,1,0,0
1920,Static_120s_Fixed,North-South,1,6.37,0,0.0008,0
1921,Static_120s_Fixed,North-South,5,12.55,4,0.004,0
1922,Static_120s_Fixed,North-South,4,14.57,0,0.0032,0
1923,Static_120s_Fixed,North-South,4,14.86,4,0.0032,0
1924,Static_120s_Fixed,North-South,9,28.12,4,0.0072,0
1925,Static_120s_Fixed,North-South,2,6.92,0,0.0016,0
1926,Static_120s_Fixed,North-South,4,12.64,0,0.0032,0
1927,Static_120s_Fixed,North-South,9,24.02,4,0.0072,0
1928,Static_120s_Fixed,North-South,0,5,1,0,0
1929,Static_120s_Fixed,North-South,0,5,2,0,0
1930,Static_120s_Fixed,North-South,6,20.19,1,0.0048,0
1931,Static_120s_Fixed,North-South,3,7.25,1,0.0024,0
1932,Static_120s_Fixed,North-South,2,5,4,0.0016,0
1933,Static_120s_Fixed,North-South,2,8.76,2,0.0016,0
1934,Static_120s_Fixed,North-South,3,10.42,1,0.0024,0
1935,Static_120s_Fixed,North-South,8,23.57,1,0.0064,0
1936,Static_120s_Fixed,North-South,4,13.86,1,0.0032,0
1937,Static_120s_Fixed,North-South,7,21.45,0,0.0056,0
1938,Static_120s_Fixed,North-South,7,17.89,1,0.0056,0
1939,Static_120s_Fixed,North-South,2,6.93,2,0.0016,0
1940,Static_120s_Fixed,North-South,2,6.48,3,0.0016,0
1941,Static_120s_Fixed,North-South,8,22.91,1,0.0064,0
1942,Static_120s_Fixed,North-South,8,25.32,4,0.0064,0
1943,Static_120s_Fixed,North-South,6,18.5,1,0.0048,0
1944,Static_120s_Fixed,North-South,9,28.17,2,0.0072,0
1945,Static_120s_Fixed,North-South,3,11.29,0,0.0024,0
1946,Static_120s_Fixed,North-South,6,16.25,2,0.0048,0
1947,Static_120s_Fixed,North-South,0,5,1,0,0
1948,Static_120s_Fixed,North-South,7,19.74,3,0.0056,0
1949,Static_120s_Fixed,North-South,0,5,3,0,0
1950,Static_120s_Fixed,North-South,9,23.53,1,0.0072,0
1951,Static_120s_Fixed,North-South,9,28.81,3,0.0072,0
1952,Static_120s_Fixed,North-South,5,14.39,4,0.004,0
1953,Static_120s_Fixed,North-South,4,11.48,0,0.0032,0
1954,Static_120s_Fixed,North-South,4,14.82,2,0.0032,0
1955,Static_120s_Fixed,North-South,3,12.37,0,0.0024,0
1956,Static_120s_Fixed,North-South,3,9.8,1,0.0024,0
1957,Static_120s_Fixed,North-South,0,5,4,0,0
1958,Static_120s_Fixed,North-South,0,5,4,0,0
1959,Static_120s_Fixed,North-South,7,22.27,2,0.0056,0
1960,Static_120s_Fixed,North-South,7,22.47,4,0.0056,0
1961,Static_120s_Fixed,North-South,6,20.75,4,0.0048,0
1962,Static_120s_Fixed,North-South,1,5.45,4,0.0008,0
1963,Static_120s_Fixed,North-South,3,10.86,3,0.0024,0
1964,Static_120s_Fixed,North-South,6,15.94,3,0.0048,0
1965,Static_120s_Fixed,North-South,5,15.35,3,0.004,0
1966,Static_120s_Fixed,North-South,9,26.83,0,0.0072,0
1967,Static_120s_Fixed,North-South,0,5,1,0,0
1968,Static_120s_Fixed,North-South,3,6.41,1,0.0024,0
1969,Static_120s_Fixed,North-South,5,15.5,2,0.004,0
1970,Static_120s_Fixed,North-South,5,12.1,0,0.004,0
